# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1964-10-13;--:--;70.16
1964-10-14;--:--;72.76
1964-10-15;--:--;71.45
1964-10-16;--:--;69.38
1964-10-17;--:--;71.1
1964-10-18;--:--;75.1
1964-10-19;--:--;75.98
1964-10-20;--:--;71.38
1964-10-21;--:--;74.37
1964-10-22;--:--;73.84
1964-10-23;--:--;74.78
1964-10-24;--:--;75.71
1964-10-25;--:--;74.01
1964-10-26;--:--;74.18
1964-10-27;--:--;75.23
1964-10-28;--:--;75.21
1964-10-29;--:--;79.61
1964-10-30;--:--;74.41
1964-10-31;--:--;78.43
1964-11-01;--:--;78.85
1964-11-02;--:--;75.75
1964-11-03;--:--;76.66
1964-11-04;--:--;80.26
1964-11-05;--:--;77.45
1964-11-06;--:--;83.81
1964-11-07;--:--;81.93
1964-11-08;--:--;81.01
1964-11-09;--:--;80.35
1964-11-10;--:--;78.45
1964-11-11;--:--;78.22
1964-11-12;--:--;80.6
1964-11-13;--:--;79.89
1964-11-14;--:--;81.72
1964-11-15;--:--;80.92
1964-11-16;--:--;86.6
1964-11-17;--:--;82.43
1964-11-18;--:--;82.29
1964-11-19;--:--;84.36
1964-11-20;--:--;80.87
1964-11-21;--:--;83.73
1964-11-22;--:--;80.31
1964-11-23;--:--;86
1964-11-24;--:--;83.94
1964-11-25;--:--;89.12
1964-11-26;--:--;85.58
1964-11-27;--:--;84.54
1964-11-28;--:--;85.71
1964-11-29;--:--;81.67
1964-11-30;--:--;86.86
1964-12-01;--:--;85.38
1964-12-02;--:--;85.21
1964-12-03;--:--;86.17
1964-12-04;--:--;81.8
1964-12-05;--:--;84.86
1964-12-06;--:--;85.26
1964-12-07;--:--;82.07
1964-12-08;--:--;86.32
1964-12-09;--:--;84.06
1964-12-10;--:--;83.26
1964-12-11;--:--;87.37
1964-12-12;--:--;82.97
1964-12-13;--:--;85.49
1964-12-14;--:--;82.67
1964-12-15;--:--;84.7
1964-12-16;--:--;83.54
1964-12-17;--:--;85.25
1964-12-18;--:--;84.78
1964-12-19;--:--;82.01
1964-12-20;--:--;81.4
1964-12-21;--:--;79.92
1964-12-22;--:--;83.22
1964-12-23;--:--;82.26
1964-12-24;--:--;77.61
1964-12-25;--:--;84.42
1964-12-26;--:--;85.68
1964-12-27;--:--;82.62
1964-12-28;--:--;81.62
1964-12-29;--:--;83.08
1964-12-30;--:--;80.05
1964-12-31;--:--;79.58
1965-01-01;--:--;79.36
1965-01-02;--:--;82.02
1965-01-03;--:--;78.89
1965-01-04;--:--;79.72
1965-01-05;--:--;76.02
1965-01-06;--:--;77.32
1965-01-07;--:--;78.06
1965-01-08;--:--;78.74
1965-01-09;--:--;75.2
1965-01-10;--:--;76.43
1965-01-11;--:--;76.95
1965-01-12;--:--;75.59
1965-01-13;--:--;74.72
1965-01-14;--:--;72.73
1965-01-15;--:--;71.93
1965-01-16;--:--;70.59
1965-01-17;--:--;71.17
1965-01-18;--:--;76.56
1965-01-19;--:--;71.36
1965-01-20;--:--;69.25
1965-01-21;--:--;68.64
1965-01-22;--:--;68.01
1965-01-23;--:--;71.43
1965-01-24;--:--;67.95
1965-01-25;--:--;68.83
1965-01-26;--:--;63.14
1965-01-27;--:--;65.06
1965-01-28;--:--;66.17
1965-01-29;--:--;63.14
1965-01-30;--:--;63.49
1965-01-31;--:--;65.56
1965-02-01;--:--;63.27
1965-02-02;--:--;64.43
1965-02-03;--:--;66.67
1965-02-04;--:--;60.69
1965-02-05;--:--;62.04
1965-02-06;--:--;61
1965-02-07;--:--;61.33
1965-02-08;--:--;59.34
1965-02-09;--:--;59.74
1965-02-10;--:--;62.26
1965-02-11;--:--;58.5
1965-02-12;--:--;58.67
1965-02-13;--:--;60.33
1965-02-14;--:--;58.35
1965-02-15;--:--;57.18
1965-02-16;--:--;56.42
1965-02-17;--:--;61.07
1965-02-18;--:--;56.91
1965-02-19;--:--;56.02
1965-02-20;--:--;57.39
1965-02-21;--:--;55.62
1965-02-22;--:--;54.71
1965-02-23;--:--;54.78
1965-02-24;--:--;51.42
1965-02-25;--:--;53.76
1965-02-26;--:--;55.45
1965-02-27;--:--;54.29
1965-02-28;--:--;55.82
1965-03-01;--:--;53.03
1965-03-02;--:--;51.03
1965-03-03;--:--;51.76
1965-03-04;--:--;51.44
1965-03-05;--:--;49.8
1965-03-06;--:--;50.35
1965-03-07;--:--;52.14
1965-03-08;--:--;49.76
1965-03-09;--:--;51.39
1965-03-10;--:--;52.43
1965-03-11;--:--;49.47
1965-03-12;--:--;53.17
1965-03-13;--:--;53.17
1965-03-14;--:--;51.66
1965-03-15;--:--;54.72
1965-03-16;--:--;49.04
1965-03-17;--:--;54.09
1965-03-18;--:--;52.36
1965-03-19;--:--;53.61
1965-03-20;--:--;51.17
1965-03-21;--:--;54.36
1965-03-22;--:--;54.8
1965-03-23;--:--;57.8
1965-03-24;--:--;56.06
1965-03-25;--:--;52.71
1965-03-26;--:--;57.07
1965-03-27;--:--;55.2
1965-03-28;--:--;57.4
1965-03-29;--:--;53.99
1965-03-30;--:--;58.04
1965-03-31;--:--;59.65
1965-04-01;--:--;58.39
1965-04-02;--:--;61.87
1965-04-03;--:--;59.78
1965-04-04;--:--;58.1
1965-04-05;--:--;62.45
1965-04-06;--:--;64.34
1965-04-07;--:--;64.64
1965-04-08;--:--;60.86
1965-04-09;--:--;61.19
1965-04-10;--:--;60.77
1965-04-11;--:--;62.26
1965-04-12;--:--;64.32
1965-04-13;--:--;62.46
1965-04-14;--:--;66.2
1965-04-15;--:--;65.99
1965-04-16;--:--;64.24
1965-04-17;--:--;65.14
1965-04-18;--:--;69.68
1965-04-19;--:--;65.13
1965-04-20;--:--;66.48
1965-04-21;--:--;68.81
1965-04-22;--:--;70.63
1965-04-23;--:--;70.42
1965-04-24;--:--;72.32
1965-04-25;--:--;72.09
1965-04-26;--:--;75.39
1965-04-27;--:--;69.79
1965-04-28;--:--;76.05
1965-04-29;--:--;72.74
1965-04-30;--:--;75.33
1965-05-01;--:--;74.47
1965-05-02;--:--;79.26
1965-05-03;--:--;81.1
1965-05-04;--:--;79.36
1965-05-05;--:--;81.47
1965-05-06;--:--;78.05
1965-05-07;--:--;81.35
1965-05-08;--:--;83.22
1965-05-09;--:--;85.03
1965-05-10;--:--;87.51
1965-05-11;--:--;86.7
1965-05-12;--:--;84.22
1965-05-13;--:--;88.53
1965-05-14;--:--;86.36
1965-05-15;--:--;91.47
1965-05-16;--:--;91.98
1965-05-17;--:--;91.47
1965-05-18;--:--;91
1965-05-19;--:--;91.05
1965-05-20;--:--;94.55
1965-05-21;--:--;91.76
1965-05-22;--:--;94.93
1965-05-23;--:--;96.7
1965-05-24;--:--;92.15
1965-05-25;--:--;96.89
1965-05-26;--:--;96.1
1965-05-27;--:--;98.69
1965-05-28;--:--;98.38
1965-05-29;--:--;98.79
1965-05-30;--:--;99.96
1965-05-31;--:--;101.72
1965-06-01;--:--;98.95
1965-06-02;--:--;103.09
1965-06-03;--:--;102.05
1965-06-04;--:--;101.53
1965-06-05;--:--;103.74
1965-06-06;--:--;108.22
1965-06-07;--:--;103.93
1965-06-08;--:--;104.88
1965-06-09;--:--;106.2
1965-06-10;--:--;102.67
1965-06-11;--:--;105.97
1965-06-12;--:--;109.44
1965-06-13;--:--;104.95
1965-06-14;--:--;106.36
1965-06-15;--:--;111.21
1965-06-16;--:--;107.98
1965-06-17;--:--;107.88
1965-06-18;--:--;112.82
1965-06-19;--:--;111.57
1965-06-20;--:--;112.45
1965-06-21;--:--;111.89
1965-06-22;--:--;112.04
1965-06-23;--:--;109.78
1965-06-24;--:--;118.39
1965-06-25;--:--;109.86
1965-06-26;--:--;115.92
1965-06-27;--:--;112.44
1965-06-28;--:--;116.78
1965-06-29;--:--;114.6
1965-06-30;--:--;114.84
1965-07-01;--:--;116.12
1965-07-02;--:--;118.06
1965-07-03;--:--;114.8
1965-07-04;--:--;119.44
1965-07-05;--:--;116.61
1965-07-06;--:--;119.32
1965-07-07;--:--;119.15
1965-07-08;--:--;119.7
1965-07-09;--:--;119.05
1965-07-10;--:--;119.11
1965-07-11;--:--;117.36
1965-07-12;--:--;120.02
1965-07-13;--:--;120.93
1965-07-14;--:--;120.21
1965-07-15;--:--;120.74
1965-07-16;--:--;124.37
1965-07-17;--:--;119.78
1965-07-18;--:--;122.58
1965-07-19;--:--;121.22
1965-07-20;--:--;122.36
1965-07-21;--:--;121.71
1965-07-22;--:--;117.18
1965-07-23;--:--;121
1965-07-24;--:--;122.15
1965-07-25;--:--;119.67
1965-07-26;--:--;124.59
1965-07-27;--:--;121.59
1965-07-28;--:--;122.18
1965-07-29;--:--;123.82
1965-07-30;--:--;121.52
1965-07-31;--:--;119.32
1965-08-01;--:--;119.78
1965-08-02;--:--;118.66
1965-08-03;--:--;118.83
1965-08-04;--:--;119.31
1965-08-05;--:--;121.31
1965-08-06;--:--;119.83
1965-08-07;--:--;117.98
1965-08-08;--:--;114.95
1965-08-09;--:--;118.07
1965-08-10;--:--;113.96
1965-08-11;--:--;120.11
1965-08-12;--:--;117.36
1965-08-13;--:--;114.22
1965-08-14;--:--;115.65
1965-08-15;--:--;115.13
1965-08-16;--:--;110.2
1965-08-17;--:--;113.69
1965-08-18;--:--;110.19
1965-08-19;--:--;112.15
1965-08-20;--:--;111.01
1965-08-21;--:--;110.05
1965-08-22;--:--;107.93
1965-08-23;--:--;106.71
1965-08-24;--:--;107.64
1965-08-25;--:--;107.78
1965-08-26;--:--;108.68
1965-08-27;--:--;102.75
1965-08-28;--:--;100.71
1965-08-29;--:--;101.3
1965-08-30;--:--;104.6
1965-08-31;--:--;103.55
1965-09-01;--:--;100.96
1965-09-02;--:--;99.17
1965-09-03;--:--;100.5
1965-09-04;--:--;101.97
1965-09-05;--:--;97.49
1965-09-06;--:--;99.94
1965-09-07;--:--;96.85
1965-09-08;--:--;95.94
1965-09-09;--:--;96.09
1965-09-10;--:--;94.77
1965-09-11;--:--;93.64
1965-09-12;--:--;91.14
1965-09-13;--:--;91.92
1965-09-14;--:--;91.9
1965-09-15;--:--;92
1965-09-16;--:--;90.16
1965-09-17;--:--;89.32
1965-09-18;--:--;89.39
1965-09-19;--:--;89.7
1965-09-20;--:--;85.68
1965-09-21;--:--;87.28
1965-09-22;--:--;86.62
1965-09-23;--:--;80.91
1965-09-24;--:--;85.18
1965-09-25;--:--;82.38
1965-09-26;--:--;82.38
1965-09-27;--:--;81.78
1965-09-28;--:--;78.22
1965-09-29;--:--;79.29
1965-09-30;--:--;79.9
1965-10-01;--:--;72.25
1965-10-02;--:--;73.3
1965-10-03;--:--;75.25
1965-10-04;--:--;73.28
1965-10-05;--:--;71.24
1965-10-06;--:--;74.45
1965-10-07;--:--;70.67
1965-10-08;--:--;66.46
1965-10-09;--:--;66.48
1965-10-10;--:--;64.71
1965-10-11;--:--;67.68
1965-10-12;--:--;70.62
1965-10-13;--:--;68.02
1965-10-14;--:--;62.12
1965-10-15;--:--;64.84
1965-10-16;--:--;62.12
1965-10-17;--:--;61.14
1965-10-18;--:--;62
1965-10-19;--:--;65.34
1965-10-20;--:--;60.78
1965-10-21;--:--;68.31
1965-10-22;--:--;62.21
1965-10-23;--:--;66.04
1965-10-24;--:--;62.4
1965-10-25;--:--;63.87
1965-10-26;--:--;61.1
1965-10-27;--:--;59.28
1965-10-28;--:--;63.33
1965-10-29;--:--;54.55
1965-10-30;--:--;58.3
1965-10-31;--:--;63.74
1965-11-01;--:--;58.8
1965-11-02;--:--;57.75
1965-11-03;--:--;55.12
1965-11-04;--:--;57.29
1965-11-05;--:--;54.98
1965-11-06;--:--;54.08
1965-11-07;--:--;55.14
1965-11-08;--:--;57.43
1965-11-09;--:--;54.24
1965-11-10;--:--;59.45
1965-11-11;--:--;56.21
1965-11-12;--:--;51.55
1965-11-13;--:--;57.83
1965-11-14;--:--;57.51
1965-11-15;--:--;55.65
1965-11-16;--:--;53.22
1965-11-17;--:--;53.74
1965-11-18;--:--;54.14
1965-11-19;--:--;55.15
1965-11-20;--:--;52.69
1965-11-21;--:--;50.73
1965-11-22;--:--;53.51
1965-11-23;--:--;52.1
1965-11-24;--:--;52.57
1965-11-25;--:--;49.24
1965-11-26;--:--;49.89
1965-11-27;--:--;49.05
1965-11-28;--:--;51.7
1965-11-29;--:--;50.37
1965-11-30;--:--;53.26
1965-12-01;--:--;52.97
1965-12-02;--:--;49.96
1965-12-03;--:--;51.03
1965-12-04;--:--;48.08
1965-12-05;--:--;48.97
1965-12-06;--:--;53.2
1965-12-07;--:--;49.72
1965-12-08;--:--;51
1965-12-09;--:--;49.1
1965-12-10;--:--;49.69
1965-12-11;--:--;48.41
1965-12-12;--:--;49.74
1965-12-13;--:--;53.83
1965-12-14;--:--;51.64
1965-12-15;--:--;46.96
1965-12-16;--:--;49.41
1965-12-17;--:--;49.76
1965-12-18;--:--;50.36
1965-12-19;--:--;53.6
1965-12-20;--:--;51.54
1965-12-21;--:--;47.07
1965-12-22;--:--;45.68
1965-12-23;--:--;50.58
1965-12-24;--:--;50.24
1965-12-25;--:--;47.15
1965-12-26;--:--;49.51
1965-12-27;--:--;47.78
1965-12-28;--:--;48.44
1965-12-29;--:--;49.01
1965-12-30;--:--;46.07
1965-12-31;--:--;45.33
1966-01-01;--:--;53.42
1966-01-02;--:--;50.31
1966-01-03;--:--;51.24
1966-01-04;--:--;46.65
1966-01-05;--:--;46.07
1966-01-06;--:--;45.1
1966-01-07;--:--;47.33
1966-01-08;--:--;45.82
1966-01-09;--:--;46.13
1966-01-10;--:--;50.55
1966-01-11;--:--;44.43
1966-01-12;--:--;47.21
1966-01-13;--:--;45.43
1966-01-14;--:--;44.29
1966-01-15;--:--;46.64
1966-01-16;--:--;46.84
1966-01-17;--:--;43
1966-01-18;--:--;48.33
1966-01-19;--:--;47.72
1966-01-20;--:--;44.26
1966-01-21;--:--;45.14
1966-01-22;--:--;43.39
1966-01-23;--:--;48.11
1966-01-24;--:--;45.77
1966-01-25;--:--;41.72
1966-01-26;--:--;43.93
1966-01-27;--:--;45.95
1966-01-28;--:--;50.37
1966-01-29;--:--;48.44
1966-01-30;--:--;39.89
1966-01-31;--:--;41.88
1966-02-01;--:--;42.88
1966-02-02;--:--;41.36
1966-02-03;--:--;43.79
1966-02-04;--:--;44.15
1966-02-05;--:--;43.54
1966-02-06;--:--;41.04
1966-02-07;--:--;48.33
1966-02-08;--:--;42.31
1966-02-09;--:--;47.69
1966-02-10;--:--;43.83
1966-02-11;--:--;43.41
1966-02-12;--:--;43.23
1966-02-13;--:--;43.78
1966-02-14;--:--;43.72
1966-02-15;--:--;44.79
1966-02-16;--:--;46.41
1966-02-17;--:--;43.28
1966-02-18;--:--;44.99
1966-02-19;--:--;45.24
1966-02-20;--:--;44.59
1966-02-21;--:--;43.58
1966-02-22;--:--;40.18
1966-02-23;--:--;43.36
1966-02-24;--:--;43.01
1966-02-25;--:--;42.45
1966-02-26;--:--;45.81
1966-02-27;--:--;43.84
1966-02-28;--:--;43.18
1966-03-01;--:--;44.46
1966-03-02;--:--;43.71
1966-03-03;--:--;41.6
1966-03-04;--:--;45.68
1966-03-05;--:--;43.51
1966-03-06;--:--;45.7
1966-03-07;--:--;43.83
1966-03-08;--:--;45.04
1966-03-09;--:--;44.86
1966-03-10;--:--;44.87
1966-03-11;--:--;44.17
1966-03-12;--:--;46.04
1966-03-13;--:--;46.71
1966-03-14;--:--;42.77
1966-03-15;--:--;45.01
1966-03-16;--:--;44.1
1966-03-17;--:--;44.64
1966-03-18;--:--;44.77
1966-03-19;--:--;43.05
1966-03-20;--:--;40.37
1966-03-21;--:--;43.76
1966-03-22;--:--;47.78
1966-03-23;--:--;44.53
1966-03-24;--:--;41.74
1966-03-25;--:--;44.83
1966-03-26;--:--;47.27
1966-03-27;--:--;44.39
1966-03-28;--:--;42.82
1966-03-29;--:--;48.22
1966-03-30;--:--;46.34
1966-03-31;--:--;47.04
1966-04-01;--:--;43.09
1966-04-02;--:--;45.57
1966-04-03;--:--;44.13
1966-04-04;--:--;43.95
1966-04-05;--:--;44.86
1966-04-06;--:--;47.09
1966-04-07;--:--;47.02
1966-04-08;--:--;46.56
1966-04-09;--:--;47.21
1966-04-10;--:--;45.66
1966-04-11;--:--;45.42
1966-04-12;--:--;46.75
1966-04-13;--:--;48.31
1966-04-14;--:--;47.72
1966-04-15;--:--;46.83
1966-04-16;--:--;50.26
1966-04-17;--:--;50.66
1966-04-18;--:--;48.28
1966-04-19;--:--;56.97
1966-04-20;--:--;44.74
1966-04-21;--:--;47.33
1966-04-22;--:--;49.6
1966-04-23;--:--;50.78
1966-04-24;--:--;52.91
1966-04-25;--:--;51.92
1966-04-26;--:--;50.12
1966-04-27;--:--;51.41
1966-04-28;--:--;57.27
1966-04-29;--:--;52.36
1966-04-30;--:--;54.33
1966-05-01;--:--;57.84
1966-05-02;--:--;51.84
1966-05-03;--:--;54.82
1966-05-04;--:--;58.58
1966-05-05;--:--;55.18
1966-05-06;--:--;53.37
1966-05-07;--:--;59.17
1966-05-08;--:--;55.92
1966-05-09;--:--;57.83
1966-05-10;--:--;56.14
1966-05-11;--:--;59.47
1966-05-12;--:--;59.85
1966-05-13;--:--;56.28
1966-05-14;--:--;60.36
1966-05-15;--:--;62.13
1966-05-16;--:--;62.53
1966-05-17;--:--;59.08
1966-05-18;--:--;59.73
1966-05-19;--:--;61.41
1966-05-20;--:--;65.26
1966-05-21;--:--;60.61
1966-05-22;--:--;60.23
1966-05-23;--:--;60.62
1966-05-24;--:--;58.22
1966-05-25;--:--;61.6
1966-05-26;--:--;62.93
1966-05-27;--:--;60.56
1966-05-28;--:--;63.15
1966-05-29;--:--;62.49
1966-05-30;--:--;59.75
1966-05-31;--:--;62.3
1966-06-01;--:--;61.36
1966-06-02;--:--;63.43
1966-06-03;--:--;61.55
1966-06-04;--:--;64.29
1966-06-05;--:--;62.75
1966-06-06;--:--;64.71
1966-06-07;--:--;62.21
1966-06-08;--:--;63.28
1966-06-09;--:--;63.36
1966-06-10;--:--;64.32
1966-06-11;--:--;65.31
1966-06-12;--:--;62.83
1966-06-13;--:--;62.3
1966-06-14;--:--;62.24
1966-06-15;--:--;65.69
1966-06-16;--:--;65.54
1966-06-17;--:--;62.01
1966-06-18;--:--;63.22
1966-06-19;--:--;62.23
1966-06-20;--:--;64.05
1966-06-21;--:--;61.9
1966-06-22;--:--;63.01
1966-06-23;--:--;61.81
1966-06-24;--:--;63.61
1966-06-25;--:--;66.73
1966-06-26;--:--;64.61
1966-06-27;--:--;63.58
1966-06-28;--:--;62.6
1966-06-29;--:--;62.33
1966-06-30;--:--;65.13
1966-07-01;--:--;60.49
1966-07-02;--:--;64.45
1966-07-03;--:--;63.55
1966-07-04;--:--;59.24
1966-07-05;--:--;62.8
1966-07-06;--:--;63.65
1966-07-07;--:--;62.23
1966-07-08;--:--;62.85
1966-07-09;--:--;64.5
1966-07-10;--:--;64.58
1966-07-11;--:--;59.49
1966-07-12;--:--;61.2
1966-07-13;--:--;62.13
1966-07-14;--:--;61.31
1966-07-15;--:--;62.11
1966-07-16;--:--;66.53
1966-07-17;--:--;64.45
1966-07-18;--:--;61.51
1966-07-19;--:--;60.02
1966-07-20;--:--;60.38
1966-07-21;--:--;61.73
1966-07-22;--:--;58.55
1966-07-23;--:--;61.73
1966-07-24;--:--;59.49
1966-07-25;--:--;60.74
1966-07-26;--:--;62.55
1966-07-27;--:--;59.88
1966-07-28;--:--;62.06
1966-07-29;--:--;60.1
1966-07-30;--:--;58.63
1966-07-31;--:--;59.63
1966-08-01;--:--;62.29
1966-08-02;--:--;60.8
1966-08-03;--:--;63.25
1966-08-04;--:--;57.11
1966-08-05;--:--;57.78
1966-08-06;--:--;59.55
1966-08-07;--:--;59.91
1966-08-08;--:--;59.12
1966-08-09;--:--;61.78
1966-08-10;--:--;60.36
1966-08-11;--:--;61.88
1966-08-12;--:--;61.29
1966-08-13;--:--;59.85
1966-08-14;--:--;56.86
1966-08-15;--:--;62.48
1966-08-16;--:--;58.28
1966-08-17;--:--;60.42
1966-08-18;--:--;58.89
1966-08-19;--:--;58.83
1966-08-20;--:--;59.9
1966-08-21;--:--;61.46
1966-08-22;--:--;60.73
1966-08-23;--:--;61.22
1966-08-24;--:--;59.13
1966-08-25;--:--;61.57
1966-08-26;--:--;62.53
1966-08-27;--:--;61.92
1966-08-28;--:--;60.05
1966-08-29;--:--;60.48
1966-08-30;--:--;55.1
1966-08-31;--:--;54.91
1966-09-01;--:--;62.17
1966-09-02;--:--;60.13
1966-09-03;--:--;59.61
1966-09-04;--:--;65.11
1966-09-05;--:--;56.74
1966-09-06;--:--;56.35
1966-09-07;--:--;61.23
1966-09-08;--:--;60.26
1966-09-09;--:--;53.12
1966-09-10;--:--;57.12
1966-09-11;--:--;55.54
1966-09-12;--:--;53.07
1966-09-13;--:--;56.65
1966-09-14;--:--;58.89
1966-09-15;--:--;52.62
1966-09-16;--:--;57.23
1966-09-17;--:--;57.8
1966-09-18;--:--;52.46
1966-09-19;--:--;57.09
1966-09-20;--:--;53.85
1966-09-21;--:--;57.68
1966-09-22;--:--;54.08
1966-09-23;--:--;56.24
1966-09-24;--:--;51.09
1966-09-25;--:--;54.32
1966-09-26;--:--;53.46
1966-09-27;--:--;50.58
1966-09-28;--:--;54.65
1966-09-29;--:--;51.3
1966-09-30;--:--;49.86
1966-10-01;--:--;52.13
1966-10-02;--:--;52.31
1966-10-03;--:--;54.75
1966-10-04;--:--;54.91
1966-10-05;--:--;52.16
1966-10-06;--:--;54.44
1966-10-07;--:--;53.42
1966-10-08;--:--;52.56
1966-10-09;--:--;50.7
1966-10-10;--:--;54.31
1966-10-11;--:--;51.94
1966-10-12;--:--;51.81
1966-10-13;--:--;51.19
1966-10-14;--:--;49.19
1966-10-15;--:--;55.61
1966-10-16;--:--;53.21
1966-10-17;--:--;51.99
1966-10-18;--:--;50.48
1966-10-19;--:--;53.95
1966-10-20;--:--;54.6
1966-10-21;--:--;52.76
1966-10-22;--:--;50.8
1966-10-23;--:--;51.41
1966-10-24;--:--;51.74
1966-10-25;--:--;50.19
1966-10-26;--:--;51.21
1966-10-27;--:--;51.51
1966-10-28;--:--;53.57
1966-10-29;--:--;52.76
1966-10-30;--:--;52.36
1966-10-31;--:--;55.94
1966-11-01;--:--;49.92
1966-11-02;--:--;56.52
1966-11-03;--:--;53.04
1966-11-04;--:--;51.47
1966-11-05;--:--;54.47
1966-11-06;--:--;55.56
1966-11-07;--:--;51.33
1966-11-08;--:--;51.44
1966-11-09;--:--;55.09
1966-11-10;--:--;55.73
1966-11-11;--:--;52.57
1966-11-12;--:--;50.81
1966-11-13;--:--;52.24
1966-11-14;--:--;50.43
1966-11-15;--:--;48.63
1966-11-16;--:--;53.72
1966-11-17;--:--;52.08
1966-11-18;--:--;52.1
1966-11-19;--:--;50.91
1966-11-20;--:--;54.96
1966-11-21;--:--;49.16
1966-11-22;--:--;48.17
1966-11-23;--:--;50.58
1966-11-24;--:--;49.73
1966-11-25;--:--;53.72
1966-11-26;--:--;53.9
1966-11-27;--:--;51.66
1966-11-28;--:--;51.57
1966-11-29;--:--;51.27
1966-11-30;--:--;51.08
1966-12-01;--:--;50.17
1966-12-02;--:--;45.61
1966-12-03;--:--;49.28
1966-12-04;--:--;48.77
1966-12-05;--:--;53.08
1966-12-06;--:--;51.85
1966-12-07;--:--;47.06
1966-12-08;--:--;50.23
1966-12-09;--:--;48.76
1966-12-10;--:--;50.93
1966-12-11;--:--;57.01
1966-12-12;--:--;48.76
1966-12-13;--:--;51.06
1966-12-14;--:--;51.37
1966-12-15;--:--;48.2
1966-12-16;--:--;52.62
1966-12-17;--:--;47.46
1966-12-18;--:--;55.12
1966-12-19;--:--;51.28
1966-12-20;--:--;54.69
1966-12-21;--:--;51.44
1966-12-22;--:--;55.74
1966-12-23;--:--;53.18
1966-12-24;--:--;54.35
1966-12-25;--:--;53.07
1966-12-26;--:--;54.54
1966-12-27;--:--;54.48
1966-12-28;--:--;55.64
1966-12-29;--:--;58.65
1966-12-30;--:--;57.44
1966-12-31;--:--;59.78
1967-01-01;--:--;58.18
1967-01-02;--:--;59.01
1967-01-03;--:--;59.11
1967-01-04;--:--;61.05
1967-01-05;--:--;61.67
1967-01-06;--:--;62.63
1967-01-07;--:--;66.24
1967-01-08;--:--;62.65
1967-01-09;--:--;63.91
1967-01-10;--:--;64.06
1967-01-11;--:--;65.01
1967-01-12;--:--;65.93
1967-01-13;--:--;65.47
1967-01-14;--:--;63.61
1967-01-15;--:--;71.28
1967-01-16;--:--;66.06
1967-01-17;--:--;69.97
1967-01-18;--:--;73.67
1967-01-19;--:--;68.51
1967-01-20;--:--;67.83
1967-01-21;--:--;69.08
1967-01-22;--:--;73.5
1967-01-23;--:--;73.28
1967-01-24;--:--;73.28
1967-01-25;--:--;73.39
1967-01-26;--:--;73.94
1967-01-27;--:--;74
1967-01-28;--:--;74.18
1967-01-29;--:--;72.48
1967-01-30;--:--;75.46
1967-01-31;--:--;77.59
1967-02-01;--:--;73.05
1967-02-02;--:--;75.35
1967-02-03;--:--;76.07
1967-02-04;--:--;77.57
1967-02-05;--:--;74.96
1967-02-06;--:--;76.47
1967-02-07;--:--;77.28
1967-02-08;--:--;76.45
1967-02-09;--:--;76
1967-02-10;--:--;79.76
1967-02-11;--:--;81.5
1967-02-12;--:--;77.55
1967-02-13;--:--;79.99
1967-02-14;--:--;80.07
1967-02-15;--:--;79.06
1967-02-16;--:--;79.85
1967-02-17;--:--;83.35
1967-02-18;--:--;80.21
1967-02-19;--:--;87.08
1967-02-20;--:--;84.76
1967-02-21;--:--;85.6
1967-02-22;--:--;82.04
1967-02-23;--:--;82.34
1967-02-24;--:--;86.97
1967-02-25;--:--;82.53
1967-02-26;--:--;87.28
1967-02-27;--:--;81.2
1967-02-28;--:--;83.82
1967-03-01;--:--;87.98
1967-03-02;--:--;83.07
1967-03-03;--:--;84.74
1967-03-04;--:--;86.73
1967-03-05;--:--;86.89
1967-03-06;--:--;81.26
1967-03-07;--:--;85.87
1967-03-08;--:--;89.34
1967-03-09;--:--;88.24
1967-03-10;--:--;82.59
1967-03-11;--:--;85.32
1967-03-12;--:--;87.08
1967-03-13;--:--;88.65
1967-03-14;--:--;85.19
1967-03-15;--:--;85.15
1967-03-16;--:--;84.26
1967-03-17;--:--;87.28
1967-03-18;--:--;86.34
1967-03-19;--:--;87.75
1967-03-20;--:--;87.14
1967-03-21;--:--;89.12
1967-03-22;--:--;86.17
1967-03-23;--:--;88.14
1967-03-24;--:--;84.21
1967-03-25;--:--;85.67
1967-03-26;--:--;83.49
1967-03-27;--:--;86.7
1967-03-28;--:--;87.39
1967-03-29;--:--;88.4
1967-03-30;--:--;86.35
1967-03-31;--:--;87.33
1967-04-01;--:--;88.55
1967-04-02;--:--;88.72
1967-04-03;--:--;89.68
1967-04-04;--:--;84.64
1967-04-05;--:--;87.92
1967-04-06;--:--;89.03
1967-04-07;--:--;92.46
